Date,Product,Category,Region,Units,Revenue
2024-09-10,Coffee Maker,Home,West,8,5760
2024-08-02,Jacket,Fashion,East,8,7528
2024-10-16,Backpack,Accessories,West,3,1818
2024-10-10,Watch,Accessories,South,8,3456
2023-07-09,Backpack,Accessories,South,5,1060
2024-08-15,Smartphone,Electronics,West,2,384
2024-05-09,Sunglasses,Accessories,South,6,2886
2023-04-17,Watch,Accessories,North,8,9088
2024-08-30,Backpack,Accessories,South,1,1121
2024-09-08,Shoes,Fashion,North,4,1836
2023-01-02,Headphones,Electronics,West,1,1055
2024-10-05,Coffee Maker,Home,East,5,4180
2023-06-06,Headphones,Electronics,North,9,9702
2024-09-07,Laptop,Electronics,North,5,290
2023-09-22,Jacket,Fashion,South,8,7552
2023-12-07,T-shirt,Fashion,North,4,3856
2024-07-24,Watch,Accessories,North,7,5712
2023-01-05,Coffee Maker,Home,West,3,3543
2024-11-15,Headphones,Electronics,South,1,121
2023-12-30,Watch,Accessories,East,2,42
2024-04-20,Laptop,Electronics,West,5,975
2023-12-22,Watch,Accessories,East,6,2130
2024-07-10,Watch,Accessories,West,8,4152
2024-04-07,Backpack,Accessories,South,9,7542
2023-07-12,Blender,Home,West,8,3232
2024-09-23,Laptop,Electronics,East,8,448
2024-06-28,Laptop,Electronics,West,1,1087
2024-10-05,Jacket,Fashion,East,6,5460
2023-03-12,Backpack,Accessories,West,10,5170
2024-07-20,Watch,Accessories,South,1,557
2023-08-20,T-shirt,Fashion,South,10,5180
2023-10-23,Blender,Home,West,5,4295
2023-06-26,Watch,Accessories,North,8,5960
2024-07-11,Desk Lamp,Home,West,3,594
2024-07-19,Sunglasses,Accessories,North,8,7024
2024-10-04,Backpack,Accessories,South,6,7152
2024-07-09,Watch,Accessories,South,1,1044
2024-12-14,Backpack,Accessories,South,3,2583
2024-07-17,Backpack,Accessories,West,5,2185
2023-11-09,Jacket,Fashion,West,6,5742
2024-01-31,Watch,Accessories,North,5,2050
2023-09-07,Blender,Home,West,2,756
2023-08-03,Laptop,Electronics,West,4,2896
2024-05-18,Shoes,Fashion,West,6,6138
2024-09-20,Blender,Home,West,6,5544
2024-06-03,Desk Lamp,Home,East,7,4487
2024-05-16,Backpack,Accessories,South,3,1632
2023-04-04,Jacket,Fashion,South,10,440
2023-09-01,Desk Lamp,Home,North,5,5275
2023-02-16,Coffee Maker,Home,West,8,4232
2023-01-04,T-shirt,Fashion,West,6,2106
2023-02-01,Watch,Accessories,South,4,2164
2024-07-07,Backpack,Accessories,South,2,660
2023-12-21,Coffee Maker,Home,East,9,5751
2024-05-06,Laptop,Electronics,West,9,1593
2023-12-29,Backpack,Accessories,South,7,1540
2024-01-15,Sunglasses,Accessories,South,2,416
2023-04-04,Blender,Home,North,9,684
2023-10-10,Headphones,Electronics,West,9,3330
2023-12-28,Watch,Accessories,North,9,909
2023-09-08,Blender,Home,West,6,7140
2023-11-30,Jacket,Fashion,East,2,1910
2024-04-19,Desk Lamp,Home,West,10,8440
2023-03-02,T-shirt,Fashion,South,8,9488
2024-04-18,Blender,Home,North,5,5680
2024-11-02,Sunglasses,Accessories,North,4,2864
2023-05-13,Watch,Accessories,East,6,6084
2023-12-29,Shoes,Fashion,East,9,8658
2023-03-06,Watch,Accessories,North,8,7248
2024-05-02,Shoes,Fashion,West,4,1956
2024-05-21,Backpack,Accessories,East,2,1384
2024-11-05,T-shirt,Fashion,East,10,2810
2024-06-01,Sunglasses,Accessories,North,8,8264
2023-05-18,Jacket,Fashion,North,2,2048
2023-10-28,Shoes,Fashion,South,1,246
2024-05-23,T-shirt,Fashion,South,9,4887
2024-01-14,Watch,Accessories,West,4,1048
2023-07-14,Laptop,Electronics,East,2,994
2023-11-03,Shoes,Fashion,East,2,1194
2023-10-23,Headphones,Electronics,South,5,1590
2023-10-21,Smartphone,Electronics,North,1,988
2023-08-10,T-shirt,Fashion,North,4,4456
2023-07-11,Jacket,Fashion,North,6,5160
2024-06-14,Coffee Maker,Home,East,5,1275
2023-12-23,Desk Lamp,Home,South,7,315
2024-11-08,Blender,Home,North,1,1115
2023-08-18,Watch,Accessories,West,2,1366
2023-06-11,Shoes,Fashion,South,5,2550
2024-11-24,Headphones,Electronics,South,2,366
2023-10-17,Blender,Home,West,8,8568
2024-09-16,Blender,Home,North,9,3726
2024-01-22,Smartphone,Electronics,West,1,242
2024-12-07,Headphones,Electronics,West,2,948
2024-04-01,Desk Lamp,Home,West,7,1449
2024-09-30,Coffee Maker,Home,West,2,264
2023-04-21,Shoes,Fashion,East,1,542
2024-07-23,T-shirt,Fashion,South,5,1675
2024-07-28,Smartphone,Electronics,South,1,271
2024-04-30,Smartphone,Electronics,West,6,4500
2023-02-12,Headphones,Electronics,West,10,620
2024-08-06,Jacket,Fashion,West,2,1310
2023-11-11,Backpack,Accessories,North,4,3028
2024-03-08,Jacket,Fashion,South,6,924
2023-04-22,Coffee Maker,Home,East,9,7182
2023-11-24,Watch,Accessories,East,8,9344
2023-03-17,Laptop,Electronics,East,5,2000
2023-05-05,Jacket,Fashion,West,7,3997
2024-11-16,Laptop,Electronics,West,4,152
2024-05-16,Shoes,Fashion,North,4,1056
2024-07-11,Sunglasses,Accessories,North,4,1800
2024-08-06,Backpack,Accessories,South,8,1280
2023-05-20,Watch,Accessories,South,9,7722
2024-03-18,Laptop,Electronics,North,9,189
2023-03-10,Sunglasses,Accessories,South,7,6965
2024-07-21,Watch,Accessories,East,2,828
2023-03-12,T-shirt,Fashion,South,9,1314
2023-06-29,Jacket,Fashion,West,7,3150
2023-11-28,Coffee Maker,Home,West,6,1758
2023-12-31,Shoes,Fashion,North,5,420
2023-10-24,Headphones,Electronics,North,1,1146
2024-12-18,Smartphone,Electronics,East,5,4520
2024-07-04,Sunglasses,Accessories,West,8,3864
2023-01-10,Smartphone,Electronics,West,3,3549
2023-04-10,T-shirt,Fashion,South,10,5610
2024-11-11,Watch,Accessories,West,9,3807
2023-06-08,Blender,Home,East,6,4914
2024-12-05,Coffee Maker,Home,East,3,1833
2023-05-12,T-shirt,Fashion,South,4,848
2024-03-12,Laptop,Electronics,East,6,1434
2023-03-29,T-shirt,Fashion,South,3,1323
2024-02-22,Desk Lamp,Home,West,2,1750
2023-04-01,Coffee Maker,Home,East,1,50
2023-06-09,Laptop,Electronics,North,5,3860
2023-12-10,Smartphone,Electronics,West,10,9120
2024-04-25,Headphones,Electronics,South,3,552
2023-06-17,T-shirt,Fashion,South,10,11250
2024-01-18,Desk Lamp,Home,West,9,3492
2023-07-17,Backpack,Accessories,North,2,336
2024-12-02,Desk Lamp,Home,South,1,631
2024-07-16,Laptop,Electronics,South,10,5810
2023-08-03,Blender,Home,East,7,5551
2023-04-10,Smartphone,Electronics,West,9,2376
2024-02-17,Laptop,Electronics,South,10,750
2023-11-24,Smartphone,Electronics,East,4,2740
2024-07-25,Coffee Maker,Home,East,5,1940
2024-11-29,Laptop,Electronics,South,6,5478
2023-04-20,T-shirt,Fashion,South,10,2220
2024-02-16,T-shirt,Fashion,North,6,6246
2023-10-03,Shoes,Fashion,West,7,1078
2023-09-24,Jacket,Fashion,North,5,1060
2023-11-20,Jacket,Fashion,East,1,1029
2023-05-03,Watch,Accessories,East,1,643
2024-05-29,Jacket,Fashion,East,5,3850
2023-03-21,T-shirt,Fashion,South,1,201
2023-09-12,Watch,Accessories,East,3,1647
2023-01-28,Sunglasses,Accessories,South,2,60
2023-10-27,Backpack,Accessories,North,6,354
2023-09-11,Desk Lamp,Home,East,3,948
2023-05-28,Shoes,Fashion,South,7,1743
2024-02-18,Headphones,Electronics,West,10,1460
2024-02-29,Backpack,Accessories,South,6,7116
2024-04-02,Watch,Accessories,South,8,6520
2024-07-16,Headphones,Electronics,North,2,2106
2024-09-14,Headphones,Electronics,West,8,5456
2024-06-06,Desk Lamp,Home,North,5,1525
2023-06-03,Laptop,Electronics,South,4,604
2024-08-01,Smartphone,Electronics,West,8,1952
2024-10-07,T-shirt,Fashion,South,5,3100
2023-12-25,Sunglasses,Accessories,North,9,1296
2023-09-06,T-shirt,Fashion,South,7,3829
2023-01-28,T-shirt,Fashion,West,3,852
2024-02-04,T-shirt,Fashion,East,10,7830
2023-09-11,T-shirt,Fashion,South,7,7385
2024-06-09,Laptop,Electronics,East,4,3884
2024-09-05,Sunglasses,Accessories,South,4,4724
2024-07-01,Shoes,Fashion,West,9,4113
2023-02-08,Watch,Accessories,East,1,517
2024-04-15,T-shirt,Fashion,South,1,1192
2023-02-20,Sunglasses,Accessories,East,8,2016
2023-04-26,Headphones,Electronics,East,3,2565
2024-12-28,Smartphone,Electronics,East,6,4638
2024-09-09,Backpack,Accessories,South,1,294
2023-09-14,Watch,Accessories,South,6,2460
2023-07-14,Laptop,Electronics,North,5,3705
2023-10-09,Backpack,Accessories,East,4,1380
2023-03-05,Jacket,Fashion,South,6,6570
2024-12-31,Shoes,Fashion,West,1,474
2023-04-08,Backpack,Accessories,East,9,7938
2024-12-05,Jacket,Fashion,West,9,4050
2024-11-11,Laptop,Electronics,North,5,4810
2024-11-09,Laptop,Electronics,West,1,1049
2024-02-20,T-shirt,Fashion,West,1,663
2024-12-14,Watch,Accessories,East,5,5610
2023-09-15,Sunglasses,Accessories,East,4,3944
2024-03-22,Smartphone,Electronics,South,8,8280
2024-05-16,Blender,Home,West,4,3000
2023-01-17,Laptop,Electronics,North,2,114
2024-09-27,Shoes,Fashion,East,7,7973
2023-07-30,Laptop,Electronics,West,2,356
2024-07-02,Jacket,Fashion,South,6,1380
2023-08-15,T-shirt,Fashion,South,7,2646
2023-01-17,Blender,Home,East,8,8328
2023-10-11,Shoes,Fashion,East,1,153
2023-09-29,Sunglasses,Accessories,North,7,1435
2024-07-06,Headphones,Electronics,West,2,828
2023-04-29,Coffee Maker,Home,East,8,5456
2023-06-09,Shoes,Fashion,East,4,3600
2023-01-19,Shoes,Fashion,West,1,119
2024-01-14,Coffee Maker,Home,South,5,5130
2023-11-30,Headphones,Electronics,North,7,3388
2023-10-27,Backpack,Accessories,South,10,11620
2024-10-12,Watch,Accessories,South,10,7330
2024-03-16,Watch,Accessories,West,3,2313
2023-12-20,T-shirt,Fashion,South,1,765
2024-01-01,Headphones,Electronics,South,7,4669
2023-03-23,Sunglasses,Accessories,East,8,5112
2023-12-29,Sunglasses,Accessories,East,7,8260
2023-12-03,Watch,Accessories,North,9,5940
2024-12-16,Smartphone,Electronics,West,8,9504
2023-06-06,Laptop,Electronics,South,7,2191
2023-01-15,T-shirt,Fashion,North,5,3925
2023-09-20,Jacket,Fashion,North,9,8604
2024-04-09,Headphones,Electronics,East,9,8316
2024-09-09,Jacket,Fashion,North,8,6224
2023-03-24,Laptop,Electronics,South,6,6264
2023-05-22,Shoes,Fashion,East,2,508
2023-02-17,Desk Lamp,Home,North,1,449
2024-05-02,Laptop,Electronics,West,6,4332
2023-08-30,Jacket,Fashion,West,4,4392
2024-09-16,Coffee Maker,Home,East,3,3084
2023-10-25,Coffee Maker,Home,West,7,3416
2023-05-10,Blender,Home,North,5,780
2023-10-15,Sunglasses,Accessories,South,5,3150
2023-11-13,Watch,Accessories,East,5,5295
2024-02-28,Blender,Home,North,7,5362
2024-04-01,Coffee Maker,Home,South,3,1161
2024-07-13,Coffee Maker,Home,East,3,135
2024-07-26,Coffee Maker,Home,West,8,1280
2023-01-26,Shoes,Fashion,West,3,684
2023-12-01,Shoes,Fashion,West,5,2995
2024-08-05,T-shirt,Fashion,North,7,7644
2024-02-01,Desk Lamp,Home,North,3,3339
2023-03-02,Shoes,Fashion,East,4,1512
2023-09-13,Headphones,Electronics,North,10,3780
2023-11-11,Backpack,Accessories,North,3,1011
2024-11-16,Smartphone,Electronics,West,3,2544
2023-01-21,Backpack,Accessories,West,1,1055
2023-07-28,Desk Lamp,Home,East,9,2718
2024-07-22,Blender,Home,East,10,9620
2023-08-11,Headphones,Electronics,East,8,1456
2023-08-22,Sunglasses,Accessories,South,7,973
2023-07-30,Sunglasses,Accessories,East,7,1176
2024-08-16,Backpack,Accessories,North,9,2637
2024-02-07,Shoes,Fashion,West,8,1656
2024-07-29,Headphones,Electronics,South,3,2922
2024-10-22,Coffee Maker,Home,East,4,2704
2024-04-10,Jacket,Fashion,East,3,1323
2023-07-02,Desk Lamp,Home,East,1,475
2024-01-18,Shoes,Fashion,South,10,2800
2023-12-03,Sunglasses,Accessories,West,4,4284
2023-09-11,Blender,Home,West,1,1115
2024-07-03,Blender,Home,East,6,180
2023-04-01,Laptop,Electronics,South,8,296
2023-03-05,Backpack,Accessories,North,7,8218
2023-08-12,Backpack,Accessories,East,1,135
2024-11-03,Sunglasses,Accessories,North,5,3305
2024-06-17,Smartphone,Electronics,South,5,1100
2024-08-18,Sunglasses,Accessories,East,4,4512
2024-06-04,Headphones,Electronics,North,10,5960
2024-06-29,Backpack,Accessories,West,3,3009
2023-03-28,Laptop,Electronics,South,7,6181
2023-07-11,Jacket,Fashion,East,9,3438
2023-02-04,Laptop,Electronics,West,3,774
2024-03-31,Headphones,Electronics,South,9,8694
2024-12-23,Laptop,Electronics,West,5,210
2023-06-30,Headphones,Electronics,West,10,7600
2023-10-25,Smartphone,Electronics,West,8,5016
2023-12-23,Jacket,Fashion,North,3,2871
2023-10-31,Backpack,Accessories,South,1,1005
2023-04-28,Laptop,Electronics,North,4,564
2023-02-20,Backpack,Accessories,North,5,1815
2023-10-05,Backpack,Accessories,North,4,2972
2024-05-03,Jacket,Fashion,North,9,6795
2023-02-10,Sunglasses,Accessories,West,1,95
2023-02-25,Headphones,Electronics,East,8,2560
2023-11-11,Sunglasses,Accessories,East,6,5484
2023-10-06,Watch,Accessories,North,6,306
2024-01-04,Laptop,Electronics,South,6,744
2023-05-15,Shoes,Fashion,West,2,102
2024-08-01,Watch,Accessories,West,1,145
2024-07-29,Shoes,Fashion,East,7,4641
2024-03-18,T-shirt,Fashion,North,8,200
2024-08-12,T-shirt,Fashion,East,4,3160
2023-05-07,Blender,Home,East,1,971
2023-05-08,Coffee Maker,Home,South,8,3912
2023-06-29,Sunglasses,Accessories,South,2,2354
2023-12-17,Blender,Home,South,6,3744
2023-07-03,Backpack,Accessories,South,2,864
2024-09-05,T-shirt,Fashion,West,7,7056
2024-06-24,Desk Lamp,Home,West,1,606
2024-03-01,Coffee Maker,Home,South,1,1108
2023-11-22,Laptop,Electronics,North,1,487
2023-06-25,Jacket,Fashion,West,4,860
2023-03-26,Watch,Accessories,North,9,5004
2024-09-09,T-shirt,Fashion,East,2,422
2024-12-28,Shoes,Fashion,South,8,4552
2023-05-09,Laptop,Electronics,East,8,1448
2024-01-13,Laptop,Electronics,West,5,5105
2024-07-11,Jacket,Fashion,East,4,1320
2023-02-09,Desk Lamp,Home,South,9,3393
2024-07-25,Laptop,Electronics,West,1,591
2024-04-25,Watch,Accessories,West,9,8937
2023-05-27,Watch,Accessories,West,2,206
2023-09-25,Watch,Accessories,North,1,815
2024-12-28,Sunglasses,Accessories,West,3,2283
2024-03-08,Jacket,Fashion,East,7,175
2024-11-13,Shoes,Fashion,West,1,224
2024-12-25,Headphones,Electronics,West,8,5832
2024-09-10,Desk Lamp,Home,South,1,246
2023-06-25,Backpack,Accessories,East,5,4190
2023-05-26,Watch,Accessories,North,5,5850
2023-03-07,Backpack,Accessories,West,9,8784
2023-10-05,Watch,Accessories,South,2,230
2024-07-23,Desk Lamp,Home,North,9,7434
2024-11-03,Watch,Accessories,North,3,771
2024-12-11,Desk Lamp,Home,South,8,8120
2023-09-24,Backpack,Accessories,East,5,1510
2024-07-23,Jacket,Fashion,South,7,1281
2024-06-02,Desk Lamp,Home,North,4,4748
2023-02-17,Watch,Accessories,East,9,7686
2023-01-19,Sunglasses,Accessories,South,2,1246
2024-06-16,Backpack,Accessories,East,9,3942
2023-05-21,Headphones,Electronics,North,5,4160
2023-05-17,Sunglasses,Accessories,West,1,259
2024-02-01,Headphones,Electronics,South,6,5388
2023-12-01,Blender,Home,West,6,3966
2023-05-16,Blender,Home,East,5,1545
2023-04-22,Blender,Home,West,7,679
2023-08-09,Smartphone,Electronics,East,9,2412
2023-08-12,Sunglasses,Accessories,South,3,2994
2023-06-03,T-shirt,Fashion,North,5,2265
2023-12-12,Laptop,Electronics,North,3,270
2024-01-29,Jacket,Fashion,East,3,2511
2024-04-03,Watch,Accessories,North,2,448
2024-05-09,Sunglasses,Accessories,East,3,60
2023-09-22,T-shirt,Fashion,South,2,588
2023-12-23,Desk Lamp,Home,West,1,505
2023-09-13,Backpack,Accessories,East,5,2330
2023-10-28,T-shirt,Fashion,North,8,6296
2023-03-11,Coffee Maker,Home,West,7,2968
2024-04-04,T-shirt,Fashion,North,5,5195
2024-11-27,Coffee Maker,Home,West,9,3708
2024-04-29,Laptop,Electronics,West,7,2128
2024-10-07,Shoes,Fashion,South,6,1914
2023-07-09,Laptop,Electronics,West,9,4518
2023-01-15,Backpack,Accessories,East,5,2465
2023-10-14,Headphones,Electronics,East,5,1305
2024-03-01,Backpack,Accessories,North,10,3000
2023-04-27,Sunglasses,Accessories,West,6,3018
2023-05-11,Desk Lamp,Home,West,2,1150
2023-11-06,Jacket,Fashion,West,10,6180
2023-02-05,Shoes,Fashion,South,9,4869
2024-09-14,Headphones,Electronics,East,1,454
2023-02-24,Headphones,Electronics,West,3,561
2024-09-19,Coffee Maker,Home,West,4,132
2024-12-04,Headphones,Electronics,East,4,3696
2023-09-02,Coffee Maker,Home,North,8,2520
2024-05-04,Desk Lamp,Home,West,7,2443
2023-06-16,Coffee Maker,Home,South,9,6921
2023-01-31,Coffee Maker,Home,South,9,9630
2024-06-27,Blender,Home,South,8,4080
2024-01-31,Shoes,Fashion,South,3,1197
2024-06-20,Jacket,Fashion,West,2,202
2024-07-28,Headphones,Electronics,East,8,3672
2023-12-21,Desk Lamp,Home,South,3,768
2023-05-07,Headphones,Electronics,East,8,8816
2024-12-11,Headphones,Electronics,South,6,1722
2024-10-28,Desk Lamp,Home,West,2,1954
2024-09-02,Smartphone,Electronics,North,8,4192
2023-04-27,Headphones,Electronics,South,3,2058
2024-11-09,T-shirt,Fashion,West,10,10470
2024-11-19,Smartphone,Electronics,South,1,907
2024-01-17,Shoes,Fashion,West,1,897
2023-09-27,Smartphone,Electronics,South,1,241
2023-07-01,T-shirt,Fashion,South,6,5328
2023-12-21,Watch,Accessories,West,6,3690
2024-03-20,Sunglasses,Accessories,East,4,2408
2023-12-16,Blender,Home,South,2,2164
2023-07-25,Jacket,Fashion,North,9,513
2024-08-01,Backpack,Accessories,North,6,2562
2023-03-07,Jacket,Fashion,North,6,1758
2024-11-17,Laptop,Electronics,North,6,1182
2023-12-24,Smartphone,Electronics,East,4,2736
2024-12-01,Smartphone,Electronics,North,6,6900
2023-03-21,Coffee Maker,Home,East,1,429
2023-07-05,Blender,Home,South,1,311
2024-05-11,Laptop,Electronics,South,2,1864
2023-03-02,Laptop,Electronics,East,4,4520
2024-01-13,Shoes,Fashion,East,6,3456
2024-12-04,Desk Lamp,Home,West,6,4686
2024-01-22,Jacket,Fashion,East,3,2493
2024-04-01,Smartphone,Electronics,East,2,968
2024-07-11,Smartphone,Electronics,North,4,3436
2024-09-15,Headphones,Electronics,West,7,4263
2023-06-09,Jacket,Fashion,West,5,100
2024-01-20,Sunglasses,Accessories,North,9,9036
2024-03-14,Headphones,Electronics,West,10,11350
2023-10-11,Smartphone,Electronics,North,10,3380
2024-05-08,Backpack,Accessories,North,9,10719
2024-07-20,Backpack,Accessories,South,5,2070
2023-03-19,Headphones,Electronics,West,1,210
2024-03-09,Desk Lamp,Home,North,2,2264
2024-09-23,Backpack,Accessories,South,1,524
2023-10-04,Headphones,Electronics,North,1,178
2024-12-03,Blender,Home,West,10,1800
2023-12-15,Jacket,Fashion,North,7,7581
2023-02-07,Headphones,Electronics,North,8,208
2023-01-27,Headphones,Electronics,West,2,938
2024-09-05,Smartphone,Electronics,East,10,4940
2023-08-30,Headphones,Electronics,North,2,1252
2023-04-28,Watch,Accessories,East,10,5200
2023-07-01,Laptop,Electronics,West,9,7614
2023-08-31,Sunglasses,Accessories,South,6,3774
2024-11-21,Sunglasses,Accessories,South,5,480
2024-03-10,Smartphone,Electronics,East,7,4956
2024-06-25,Coffee Maker,Home,South,5,315
2023-06-07,Desk Lamp,Home,South,6,4560
2024-07-18,Desk Lamp,Home,North,4,4084
2024-05-08,Headphones,Electronics,North,7,3808
2023-05-27,Blender,Home,North,9,6183
2024-09-22,Smartphone,Electronics,North,6,2178
2023-05-21,Smartphone,Electronics,East,10,11860
2023-10-30,Watch,Accessories,West,10,10390
2024-02-19,Headphones,Electronics,East,6,2688
2024-07-17,Desk Lamp,Home,North,8,6280
2024-01-31,Jacket,Fashion,West,4,1372
2024-01-12,Jacket,Fashion,East,10,2800
2023-11-20,Sunglasses,Accessories,South,10,8320
2023-07-16,Headphones,Electronics,South,6,954
2024-03-30,Blender,Home,East,9,9666
2023-03-01,Sunglasses,Accessories,South,4,296
2024-11-03,Laptop,Electronics,West,8,2752
2024-12-05,Blender,Home,West,1,1097
2024-10-16,Blender,Home,West,3,828
2024-04-21,Coffee Maker,Home,North,4,1468
2023-08-16,Backpack,Accessories,North,2,1356
2024-07-03,Sunglasses,Accessories,West,6,312
2023-07-07,Shoes,Fashion,West,4,1412
2024-12-14,Laptop,Electronics,East,9,5571
2024-12-10,Smartphone,Electronics,North,5,4240
2023-03-26,Blender,Home,West,4,1184
2024-09-29,Headphones,Electronics,East,1,662
2024-06-02,Laptop,Electronics,North,6,1038
2024-03-28,Smartphone,Electronics,West,7,5684
2023-08-17,Smartphone,Electronics,South,10,4860
2024-11-01,Laptop,Electronics,North,1,200
2023-06-04,Shoes,Fashion,East,2,1316
2024-02-03,Jacket,Fashion,East,4,2724
2024-08-04,Backpack,Accessories,South,8,8896
2023-07-28,Smartphone,Electronics,South,5,935
2024-06-09,Watch,Accessories,South,4,1928
2023-09-12,Backpack,Accessories,West,5,3955
2023-04-01,Jacket,Fashion,South,6,1800
2023-01-08,Headphones,Electronics,East,8,560
2023-10-05,Laptop,Electronics,West,7,1981
2023-03-06,Headphones,Electronics,South,5,3475
2023-08-23,T-shirt,Fashion,West,10,11760
2024-01-30,Desk Lamp,Home,West,10,5380
2023-07-17,Desk Lamp,Home,South,10,4550
2024-09-15,Headphones,Electronics,West,9,7443
2024-03-12,Blender,Home,East,1,269
2024-10-08,Coffee Maker,Home,West,1,995
2023-11-13,Laptop,Electronics,North,5,4215
2023-02-26,Laptop,Electronics,South,8,672
2023-06-19,Shoes,Fashion,South,3,3390
2023-07-16,Backpack,Accessories,West,6,768
2023-04-08,Jacket,Fashion,West,6,4338
2024-04-07,T-shirt,Fashion,South,6,5310
2024-05-10,Desk Lamp,Home,North,3,2046
2023-05-12,Watch,Accessories,West,4,3484
2023-06-18,T-shirt,Fashion,North,9,9720
2023-03-21,Desk Lamp,Home,West,2,1212
2023-11-24,T-shirt,Fashion,South,2,720
2024-01-14,T-shirt,Fashion,South,10,8760
2024-09-12,Headphones,Electronics,North,2,816
2023-06-05,Coffee Maker,Home,East,4,1752
2024-09-20,Desk Lamp,Home,South,8,1488
2023-01-14,T-shirt,Fashion,East,9,9639
2023-11-14,Backpack,Accessories,South,9,4626
2023-09-25,Headphones,Electronics,South,10,6510
2023-03-31,Desk Lamp,Home,South,4,1832
2023-09-01,Coffee Maker,Home,North,9,7110
2024-05-30,Laptop,Electronics,North,3,2616
2024-02-08,Desk Lamp,Home,North,8,9592
2024-04-25,Shoes,Fashion,North,6,7044
2023-01-19,Desk Lamp,Home,North,2,1948
